Episode,Reward
9,1094.8493041992188
19,785.2439270019531
29,1342.7232055664062
39,1967.8751831054688
49,1050.20849609375
59,1171.071533203125
69,1548.2241821289062
79,932.3635864257812
89,1045.4380187988281
99,1204.7738037109375
109,1876.1439208984375
119,1030.5469055175781
129,746.7482604980469
139,1037.1040649414062
149,942.4107666015625
159,1328.1818237304688
169,941.3482971191406
179,1345.62451171875
189,1161.3374633789062
199,913.4580993652344
209,1211.4857788085938
219,1204.3270568847656
229,1325.2178955078125
239,989.8837280273438
249,750.1893615722656
259,827.3689270019531
269,1620.1273193359375
279,1452.5987548828125
289,1014.2278442382812
299,1173.7962646484375
309,1369.0176391601562
319,1643.8673706054688
329,799.7849349975586
339,672.454345703125
349,1451.7014770507812
359,1490.10009765625
369,1313.8064575195312
379,1139.5068359375
389,1088.4623718261719
399,1679.2431640625
