Episode,Reward
9,2395.62158203125
19,1756.9722290039062
29,1880.271728515625
39,2522.891845703125
49,2244.468017578125
59,2690.7769775390625
69,2416.1439208984375
79,2443.021484375
89,2242.507080078125
99,2327.7867431640625
109,2355.9549560546875
119,2202.7120971679688
129,2646.73779296875
139,2129.4675903320312
149,2322.1976318359375
159,2292.64453125
169,2694.77587890625
179,2348.6723022460938
189,2176.0560302734375
199,2179.7810668945312
209,1922.2653198242188
219,2385.725830078125
229,1955.4716796875
239,2468.688720703125
249,2286.5294189453125
259,2383.2005615234375
269,1777.4312133789062
279,2499.3700561523438
289,2154.0894165039062
299,2153.84716796875
309,2418.78173828125
319,2016.6709594726562
329,1977.540771484375
339,2558.1251220703125
349,2117.2222900390625
359,2294.777099609375
369,2259.9169921875
379,2531.9908447265625
389,1863.1009521484373
399,2119.664306640625
