Episode,Reward
9,-45.312164306640625
19,-18.617084503173828
29,113.73683166503906
39,72.28521728515625
49,-15.432859420776367
59,36.56472396850586
69,29.66552734375
79,36.89984893798828
89,100.63924407958984
99,418.5282287597656
109,493.46112060546875
119,138.71771240234375
129,114.49825286865234
139,59.59953689575195
149,50.668331146240234
159,125.3115463256836
169,550.0353393554688
179,678.0921020507812
189,775.9656982421875
199,646.74560546875
209,431.4771423339844
219,534.3623046875
229,526.6434326171875
239,1130.181884765625
249,635.1361694335938
259,727.835693359375
269,807.186279296875
279,946.1828002929688
289,854.6456909179688
299,1021.0877075195312
309,958.5526123046875
319,542.9190673828125
329,825.8253784179688
339,446.6324768066406
349,1227.0848388671875
359,796.2318115234375
369,1181.318115234375
379,888.3133544921875
389,869.0504760742188
399,346.0196533203125
