Episode,Reward
9,15.673426628112793
19,63.167442321777344
29,-0.8728448748588562
39,758.0103149414062
49,585.8572998046875
59,-29.806066513061523
69,26.440120697021484
79,119.73201751708984
89,18.007732391357422
99,194.92889404296875
109,10.293951988220215
119,22.168439865112305
129,216.28921508789062
139,46.62110137939453
149,910.04833984375
159,37.62816619873047
169,301.63446044921875
179,31.12186622619629
189,30.179630279541016
199,50.9356689453125
209,34.650970458984375
219,23.92449188232422
229,177.4450225830078
239,133.22998046875
249,32.65541076660156
259,35.572265625
269,285.40008544921875
279,11.281323432922363
289,48.33134841918945
299,62.288902282714844
309,56.5490837097168
319,323.8770446777344
329,815.0818481445312
339,128.5068817138672
349,1099.7747802734375
359,381.31011962890625
369,42.64924240112305
379,55.08915328979492
389,120.1429214477539
399,28.904727935791016
