Episode,Reward,Loss
9,-46.649417877197266,1.8703536093235016
19,-45.54972457885742,0.08733751244843006
29,-47.748191833496094,0.8534940821677446
39,-48.66245651245117,0.05974639270454645
49,-50.059288024902344,0.6751705907285214
59,-49.05312728881836,0.03990129336714745
69,-47.736019134521484,0.5623894393630325
79,-44.536338806152344,0.025822842894122004
89,-45.887351989746094,0.4661100464873016
99,-44.85169982910156,0.02288002097979188
109,-47.397071838378906,0.44618346815928817
119,-49.48775100708008,0.025969661641865968
129,-50.05435562133789,0.4092573066428304
139,-50.42015075683594,0.030359133891761304
149,-47.68940734863281,0.41920578371733425
159,-44.123680114746094,0.03776275210082531
169,-42.21942901611328,0.38612224405631423
179,-39.28349685668945,0.04112841023132205
189,-37.18778610229492,0.3259436049312353
199,-34.14729690551758,0.044611850790679454
209,-32.15946578979492,0.3617121601849794
219,-33.25507354736328,0.04708056014031172
229,-33.902137756347656,0.32564375177025795
239,-34.05770492553711,0.04839854136109352
249,-35.69859313964844,0.32838436905294655
259,-35.88309097290039,0.05298240534961224
269,-34.89995574951172,0.3381090246140957
279,-35.52235794067383,0.05465801041573286
289,-30.618749618530273,0.3394304757192731
299,-27.46608543395996,0.057515862919390204
309,-30.017553329467773,0.32046348296105864
319,-31.59002113342285,0.060414482429623606
329,-31.377914428710938,0.308438463434577
339,-32.09987258911133,0.06722506325691939
349,-32.232078552246094,0.3824114749953151
359,-33.04011535644531,0.06637271091341973
369,-34.86409378051758,0.30022751092910765
379,-32.82814407348633,0.06870892167091369
389,-33.21674346923828,0.317085904404521
399,-34.35453414916992,0.07465399026870728
409,-32.938758850097656,0.3204732180386782
419,-34.33658218383789,0.07618605706840753
429,-33.6999626159668,0.2557094917446375
439,-32.026973724365234,0.06936550553888082
449,-31.74945640563965,0.29333301581442356
459,-32.520530700683594,0.07256212830543518
469,-32.63628387451172,0.27526476126164195
479,-33.27313995361328,0.07901323519647122
489,-32.525508880615234,0.32602180175483225
499,-33.240455627441406,0.0801485600322485
509,-30.973827362060547,0.34524214833974837
519,-31.636249542236328,0.08615832146257162
529,-27.8979549407959,0.2650867569446564
539,-30.31317138671875,0.09342842966318131
549,-29.763294219970703,0.27048180874437094
559,-30.306568145751953,0.09503148905932904
569,-31.290851593017578,0.3290985342860222
579,-32.8981819152832,0.09548768199980259
589,-33.52983856201172,0.2889403782039881
599,-30.78157615661621,0.10237856470048427
609,-31.549551010131836,0.29263468243181706
619,-29.54937744140625,0.10579037353396416
629,-31.90122413635254,0.2886778449267149
639,-30.122589111328125,0.11348442383110523
649,-31.60176658630371,0.26897932834923266
659,-29.201900482177734,0.11660794369876384
669,-30.008041381835938,0.28861405499279497
679,-28.47672462463379,0.12255016259849072
689,-29.467723846435547,0.2630741138756275
699,-28.085113525390625,0.12319106824696063
709,-29.484130859375,0.34294291980564595
719,-29.165212631225586,0.14471293821930886
729,-33.5703239440918,0.2989638385921717
739,-55.163169860839844,0.14746009245514868
749,-53.70252227783203,0.3282135850936174
759,-58.90724563598633,0.1607796586304903
769,-55.20094680786133,0.3377087119966745
779,-49.855770111083984,0.16400762304663657
789,-49.55868911743164,0.32827423579990866
799,-40.967933654785156,0.17609082706272602
809,-44.622432708740234,0.33488087870180605
819,-53.6332893371582,0.17867155745625496
829,-48.39107131958008,0.3337642961740494
839,-49.5437126159668,0.19367183335125446
849,-45.583900451660156,0.3029981137812138
859,-34.875953674316406,0.20591712482273578
869,-34.303443908691406,0.37704566702246667
879,-30.56708335876465,0.23301725149154662
889,-31.42547607421875,0.3683054651319981
899,-35.61421585083008,0.24374618664383887
909,-32.54779815673828,0.3540215776860714
919,-30.257259368896484,0.2540289916098118
929,-30.34603500366211,0.4000134891271591
939,-29.51605796813965,0.2736908097565174
949,-29.3337345123291,0.36645912304520606
959,-29.459091186523438,0.32907542392611505
969,-29.91872215270996,0.38495130851864817
979,-28.919946670532227,0.29281624108552934
989,-27.967370986938477,0.40429765537381174
999,-27.696773529052734,0.2993511606752872
