Episode,Reward
9,19.546115098427265
19,67.90058278182013
29,3.986732267957354
39,-45.91955052264654
49,123.35181351420903
59,-21.644034835526824
69,2.331657735867992
79,203.9328407473543
89,225.40721022956555
99,307.673534658976
109,350.674205326524
119,375.7304529127079
129,300.56333679545776
139,343.6998035800636
149,379.5745719484429
159,396.23170258795557
169,382.69766811232165
179,336.324581133369
189,360.3403328131627
199,482.0430147613162
209,376.6979060538269
219,374.24162506090113
229,463.75197985669524
239,392.8945178227038
249,396.3330657867582
259,361.30611961661356
269,279.7597290601202
279,346.7439293542508
289,308.55895440666177
299,392.775581193439
309,365.5462728508729
319,439.5683919866515
329,358.08642115774717
339,441.53137471597347
349,361.30749895486554
359,444.3929058249522
369,403.85892722226197
379,381.9861927813513
389,319.5012455438061
399,373.5298596384197
