Episode,Reward
9,-56.88593987357437
19,32.23300020405274
29,2.8653353942470083
39,-50.96707848552977
49,90.59739299000985
59,36.61582634341303
69,-2.995560801937742
79,195.57977014055064
89,184.56192911333164
99,278.2304634029776
109,300.619594476139
119,440.73912451231206
129,281.22821938987494
139,322.62713217235586
149,308.5947432243334
159,447.96824936097613
169,350.0445873986737
179,248.3676612599473
189,387.38223155914915
199,343.33209207427814
209,384.86025174310976
219,402.86278182068315
229,368.1085689996562
239,446.3398426401362
249,404.48389184838595
259,417.27159193349837
269,341.98765445344463
279,253.64333199381178
289,335.9046521117931
299,446.8111458780328
309,343.5666487679737
319,443.95957793657414
329,463.6322302196906
339,328.95421951990096
349,417.25619895232256
359,375.29910398887364
369,351.1921406007943
379,294.1787598458385
389,316.0441361878986
399,324.825590167791
