Episode,Loss,Reward
0,0.0,-88.09410858154297
1,0.2517886666208506,716.974853515625
2,0.6948083294928074,148.72547912597656
3,0.5800640369206667,-43.44245147705078
4,0.4894342914223671,127.91993713378906
5,0.5895794306695461,-327.9843444824219
6,0.4755527153611183,74.00439453125
7,0.3624844560772181,199.62811279296875
8,0.33907766729593275,125.07927703857422
9,0.7184472645819188,1613.2835693359375
10,0.7166627189517021,-49.851905822753906
11,0.6582316833734513,126.08245849609375
12,0.647896450906992,21.721763610839844
13,0.6396311037242413,106.56302642822266
14,0.5398354731500149,47.78402328491211
15,0.5830482879281044,36.64604187011719
16,0.49085051730275153,153.5093536376953
17,0.4879981495440006,77.3409423828125
18,0.42356401309370995,651.4386596679688
19,0.47427805870771406,-140.97726440429688
20,0.4950704841315746,1208.8829345703125
21,0.6816622433811426,1963.6102294921875
22,0.6798929340392351,506.4463806152344
23,0.6278636502474546,10.290727615356445
24,0.6519089355319738,97.89152526855469
25,0.547655983492732,-2.33762264251709
26,0.5980517320334912,164.0854034423828
27,0.6146338626742363,160.54991149902344
28,0.6410377234220505,344.2940979003906
29,0.6411766662448645,343.58935546875
30,0.46754455648362636,441.93121337890625
31,0.5026054386794567,265.7386474609375
32,0.4799762576073408,-77.19737243652344
33,0.4611340641230345,80.09835052490234
34,0.45827615424990653,111.20254516601562
35,0.4360840030759573,442.0069580078125
36,0.3700892608612776,299.5470275878906
37,0.428315648958087,329.04156494140625
38,0.4348502440750599,-142.4972686767578
39,0.4567695489525795,71.4569091796875
40,0.38667503498494626,187.98403930664062
41,0.45625642985105513,-11.808796882629395
42,0.40826290532946585,335.30413818359375
43,0.4024999785423279,92.90637969970703
44,0.37166168451309206,210.0164794921875
45,0.4023389852792025,249.67825317382812
46,0.3410479836165905,319.230224609375
47,0.4775061993300915,10414.947265625
48,0.7947768448293209,1690.034912109375
49,0.8946326427906751,-17.78294563293457
50,0.767033904492855,176.23532104492188
51,0.9051160903275013,285.52435302734375
52,0.7424722687900066,-34.632564544677734
53,0.8259052489697933,260.1713562011719
54,0.7675751090049744,68.37339782714844
55,0.7714436862617731,201.4652862548828
56,0.7825966309756041,-43.27278137207031
57,0.8238074298202992,216.06283569335938
58,0.7434097995609045,377.5418395996094
