Episode,Reward
9,24.455692291259766
19,41.68117904663086
29,1.0111939907073975
39,246.7648468017578
49,-7.02584981918335
59,-1.6874126195907593
69,18.296592712402344
79,173.73825073242188
89,36.69536590576172
99,19.127689361572266
109,96.39374542236328
119,21.19272232055664
129,31.84493064880371
139,4.0154547691345215
149,30.45061683654785
159,9.969253540039062
169,172.10235595703125
179,226.80130004882812
189,640.5511474609375
199,850.8567504882812
209,808.2744750976562
219,676.3779296875
229,353.9235534667969
239,268.5091552734375
249,775.4886474609375
259,601.9578857421875
269,304.8382263183594
279,792.2450561523438
289,1267.451416015625
299,623.8074340820312
309,454.3897399902344
319,501.28973388671875
329,352.33636474609375
339,869.9361572265625
349,328.1895446777344
359,341.3790283203125
369,535.9832763671875
379,741.3101806640625
389,734.1942138671875
399,713.6689453125
409,152.7552947998047
419,519.5780029296875
429,317.80047607421875
439,911.0216064453125
449,502.50628662109375
459,864.1080322265625
469,352.83758544921875
479,900.1153564453125
489,744.1776123046875
499,782.5950927734375
509,681.2225341796875
519,887.5120239257812
529,449.720703125
539,650.666259765625
549,781.7392578125
559,536.1173095703125
569,814.7578125
579,367.0787048339844
589,1044.4449462890625
599,565.7329711914062
609,108.58549499511719
619,496.4532775878906
629,337.7053527832031
639,221.8856201171875
649,278.6890869140625
659,482.84033203125
669,229.16909790039062
679,699.3978271484375
689,761.9434814453125
699,67.78977966308594
709,11.123037338256836
719,132.9236602783203
729,65.81474304199219
739,128.38597106933594
749,77.08130645751953
759,364.36431884765625
769,982.6209716796875
779,430.2193298339844
789,612.248291015625
799,721.8939208984375
