Episode,Reward
9,16.928760528564453
19,62.535797119140625
29,24.919174194335938
39,8.79539680480957
49,75.09358978271484
59,238.11813354492188
69,207.4457244873047
79,28.86309242248535
89,164.90504455566406
99,576.3870239257812
109,448.1341247558594
119,193.7716064453125
129,715.3838500976562
139,754.2669067382812
149,443.93017578125
159,1063.432373046875
169,254.88290405273438
179,373.8655700683594
189,898.7326049804688
199,789.9301147460938
209,392.9447937011719
219,427.23492431640625
229,751.1026611328125
239,967.7470703125
249,774.1279907226562
259,545.5803833007812
269,477.19024658203125
279,456.31463623046875
289,612.1868286132812
299,108.91766357421875
309,237.8146209716797
319,217.6532440185547
329,725.8998413085938
339,500.85650634765625
349,526.7237548828125
359,421.394775390625
369,601.999267578125
379,694.80712890625
389,601.5442504882812
399,700.0521240234375
409,641.763671875
419,226.5239715576172
429,209.5997314453125
439,565.7537841796875
449,774.0528564453125
459,827.5946044921875
469,505.61895751953125
479,1392.91455078125
489,1195.767822265625
499,824.7618408203125
509,453.6297912597656
519,592.0950927734375
529,696.3585205078125
539,557.0076293945312
549,766.8483276367188
559,702.0270385742188
569,900.9759521484375
579,436.52862548828125
589,794.2848510742188
599,1301.772705078125
609,956.609375
619,688.6116943359375
629,901.4561767578125
639,1016.6654052734375
649,789.8533935546875
659,511.48651123046875
669,1120.499755859375
679,806.8348388671875
689,678.0491943359375
699,1052.6224365234375
709,634.7015380859375
719,1141.444580078125
729,716.1484985351562
739,702.0338745117188
749,566.0227661132812
759,820.8228759765625
769,578.5977783203125
779,711.3482666015625
789,520.6965942382812
799,289.169677734375
