Episode,Reward,Loss
9,-37.73760986328125,0.9628516000509262
19,-31.524749755859375,0.08238918699324131
29,-29.658275604248047,0.5386535096913576
39,-24.649065017700195,0.07099785603582859
49,-23.204021453857422,0.41027363926172256
59,-18.465211868286133,0.06423479199409485
69,-17.169322967529297,0.34810611728578805
79,-18.482563018798828,0.058199698254466053
89,-17.649873733520508,0.32499057345092297
99,-17.81499671936035,0.032292187102139
109,-18.23300552368164,0.2844454539380968
119,-16.744365692138672,0.018294544173404575
129,-16.84381866455078,0.278413386233151
139,-17.075963973999023,0.013989325319416821
149,-16.6728572845459,0.2398614081181586
159,-15.964662551879883,0.02082347377203405
169,-15.50910758972168,0.22912501414306463
179,-13.260197639465332,0.023319483790546654
189,-13.466781616210938,0.21005476428195835
199,-12.907121658325195,0.025055363019928337
209,-12.808639526367188,0.18420543015003205
219,-12.351679801940918,0.028205618439242245
229,-14.847658157348633,0.15497387621551753
239,-16.618566513061523,0.03025500750169158
249,-13.754414558410645,0.15823885064572096
259,-13.32642650604248,0.03259633652865887
269,-12.903780937194824,0.1513722082786262
279,-14.088373184204102,0.034358891975134614
289,-14.647737503051758,0.1495798883214593
299,-14.116033554077148,0.033569421470165256
309,-12.253812789916992,0.12288149546831846
319,-13.35297679901123,0.03366519438102841
329,-12.987146377563477,0.1371326501481235
339,-12.97569465637207,0.03494826985523105
349,-13.837156295776367,0.11742510378360749
359,-12.669902801513672,0.03554428607225418
369,-12.982200622558594,0.0995195067860186
379,-13.160171508789062,0.03533673314377665
389,-12.702770233154297,0.10313439449295402
399,-12.177255630493164,0.041755979526787994
409,-12.813054084777832,0.08648177994415164
419,-11.995532035827637,0.045703200176358226
429,-12.563593864440918,0.09039112597703934
439,-11.145296096801758,0.035119330268353226
449,-11.886098861694336,0.07693510312587022
459,-11.883461952209473,0.04110291859135032
469,-11.159789085388184,0.09840995995327831
479,-10.837737083435059,0.044959305450320244
489,-11.263341903686523,0.08666715148836374
499,-11.164711952209473,0.03744643470272422
509,-12.861120223999023,0.09252836402505636
519,-15.068763732910156,0.05013707982376218
529,-13.172221183776855,0.08076025374233722
539,-11.965560913085938,0.04959095703437924
549,-13.9887113571167,0.0696728416532278
559,-12.969334602355957,0.04460076423361897
569,-13.78906536102295,0.07925276931375265
579,-13.024470329284668,0.052620314229279756
589,-12.682878494262695,0.07905941860750318
599,-16.413768768310547,0.042174654752016066
609,-18.612220764160156,0.08711749734357
619,-15.680231094360352,0.05809737127274275
629,-13.647871017456055,0.07637882266193628
639,-13.399602890014648,0.04909770982339978
649,-13.532470703125,0.08423945752903819
659,-13.827731132507324,0.06410923412069679
669,-14.391868591308594,0.061675529014319184
679,-13.476598739624023,0.059717763159424064
689,-13.240132331848145,0.05927100533619523
699,-14.161091804504395,0.049042496997863054
709,-15.728431701660156,0.07552333669736981
719,-16.55170249938965,0.06889468980953098
729,-15.553802490234375,0.0625735972262919
739,-18.087942123413086,0.06669731885194778
749,-17.566701889038086,0.06048415347933769
759,-15.295260429382324,0.05382428219541907
769,-17.12063980102539,0.058926292695105076
779,-17.438167572021484,0.05324101923033595
789,-20.71894073486328,0.06631670458242298
799,-23.005733489990234,0.06368393201380967
809,-26.205883026123047,0.08554146824404597
819,-25.50448226928711,0.06666854390874505
829,-21.674373626708984,0.08288137670606374
839,-23.393573760986328,0.07869190378114581
849,-21.556520462036133,0.07004057146608829
859,-21.71318244934082,0.07967748668044805
869,-20.953908920288086,0.06827918522059917
879,-19.150083541870117,0.06086346328258514
889,-18.7283878326416,0.06363519376143813
899,-20.179920196533203,0.07298614460974932
909,-17.77444076538086,0.06870960012078285
919,-19.668682098388672,0.08754335090517998
929,-19.048776626586914,0.07468382339924574
939,-21.522022247314453,0.05897321827709675
949,-20.347064971923828,0.0764339068159461
959,-20.1630859375,0.08922383345663548
969,-20.454204559326172,0.10030037350952625
979,-19.37677574157715,0.09338170817121863
989,-21.914993286132812,0.07311453491449356
999,-18.462919235229492,0.08033461343497038
