Episode,Reward
9,9.723567962646484
19,9.295130729675293
29,348.6858825683594
39,37.33806610107422
49,188.22312927246094
59,26.471765518188477
69,44.665672302246094
79,374.67169189453125
89,168.68809509277344
99,549.9691162109375
109,321.6797180175781
119,378.9941711425781
129,92.72644805908203
139,177.0788116455078
149,413.9127502441406
159,129.62991333007812
169,688.3240966796875
179,799.9884643554688
189,748.0551147460938
199,666.8810424804688
209,288.7467956542969
219,148.44613647460938
229,503.9715881347656
239,273.93389892578125
249,398.018310546875
259,505.1832580566406
269,578.4473876953125
279,371.80657958984375
289,581.8455810546875
299,470.3116149902344
309,587.7075805664062
319,451.6560974121094
329,277.26251220703125
339,802.3992919921875
349,220.6313934326172
359,630.7174072265625
369,341.37054443359375
379,652.0523071289062
389,728.26806640625
399,728.6327514648438
409,598.8138427734375
419,737.7506103515625
429,494.3357849121094
439,984.9832153320312
449,624.23193359375
459,340.67645263671875
469,703.1710815429688
479,576.5464477539062
489,286.6507263183594
499,730.4797973632812
509,179.9832763671875
519,320.22100830078125
529,189.39932250976562
539,93.48036193847656
549,38.11851119995117
559,23.891803741455078
569,-16.8382625579834
579,37.73328399658203
589,38.62223815917969
599,33.51519012451172
609,35.37086868286133
619,23.009994506835938
629,20.77081298828125
639,20.173542022705078
649,22.980609893798828
659,81.96818542480469
669,170.36886596679688
679,206.95101928710938
689,35.44196319580078
699,131.33352661132812
709,401.88446044921875
719,280.05133056640625
729,86.71531677246094
739,38.13020706176758
749,51.799957275390625
759,134.49635314941406
769,228.18875122070312
779,874.6346435546875
789,240.85595703125
799,266.48516845703125
