Episode,Reward
9,27.331588745117188
19,-53.263389587402344
29,-10.851968765258789
39,-4.2382426261901855
49,5.237520217895508
59,6.418745517730713
69,15.263229370117188
79,-9.533162117004395
89,10.215363502502441
99,30.555526733398438
109,23.073434829711914
119,139.56466674804688
129,55.094886779785156
139,139.32933044433594
149,711.4921875
159,305.7425231933594
169,474.92999267578125
179,590.7095947265625
189,529.9034423828125
199,512.5601196289062
209,741.000244140625
219,401.57708740234375
229,402.36883544921875
239,842.0530395507812
249,542.529052734375
259,459.73077392578125
269,491.339111328125
279,655.7449951171875
289,405.24591064453125
299,359.3875427246094
309,489.21649169921875
319,556.8480834960938
329,220.7720947265625
339,688.3933715820312
349,546.4771728515625
359,563.7837524414062
369,495.71649169921875
379,960.4207153320312
389,299.5270690917969
399,276.32305908203125
409,457.75030517578125
419,870.6902465820312
429,987.72802734375
439,396.0975646972656
449,1009.5914306640625
459,450.2799377441406
469,97.7142333984375
479,413.783203125
489,1053.4019775390625
499,965.7711181640625
509,354.5904541015625
519,602.6768188476562
529,405.0421447753906
539,656.015625
549,1424.635986328125
559,645.9189453125
569,591.3314208984375
579,423.0576171875
589,513.8509521484375
599,302.41217041015625
609,439.509521484375
619,313.34613037109375
629,758.0199584960938
639,699.0077514648438
649,537.8681030273438
659,467.1328125
669,588.2299194335938
679,579.6735229492188
689,369.1645812988281
699,675.2452392578125
709,402.73126220703125
719,929.5109252929688
729,528.3146362304688
739,441.9061584472656
749,345.5520935058594
759,379.41912841796875
769,576.123779296875
779,949.9478759765625
789,551.5736083984375
799,633.3433837890625
