Episode,Reward
9,-14.621109008789062
19,10.791093826293945
29,139.6787109375
39,14.12721061706543
49,47.82393264770508
59,487.678466796875
69,133.47776794433594
79,177.03402709960938
89,275.70794677734375
99,276.95037841796875
109,806.311767578125
119,919.9039306640625
129,207.47262573242188
139,230.92160034179688
149,972.09765625
159,84.6131820678711
169,94.84544372558594
179,1033.788330078125
189,278.216064453125
199,957.7634887695312
209,507.5799255371094
219,723.6822509765625
229,688.4674072265625
239,530.9617919921875
249,658.6590576171875
259,363.1605224609375
269,1055.8646240234375
279,796.1292724609375
289,786.8606567382812
299,935.4967041015625
309,899.2430419921875
319,1102.9957275390625
329,467.88885498046875
339,877.20361328125
349,637.4038696289062
359,1079.1593017578125
369,836.9046630859375
379,623.8553466796875
389,808.8917236328125
399,792.3939208984375
409,948.3312377929688
419,757.8772583007812
429,1211.092529296875
439,821.85595703125
449,1050.622802734375
459,742.2261352539062
469,656.9639892578125
479,880.1228637695312
489,554.3482055664062
499,1304.6231689453125
509,812.0206298828125
519,829.0718994140625
529,411.6961364746094
539,843.0128173828125
549,737.0905151367188
559,673.026123046875
569,779.217041015625
579,1049.202880859375
589,852.2713623046875
599,1024.583740234375
609,1735.845458984375
619,1374.0565185546875
629,783.1000366210938
639,1205.796142578125
649,1204.4102783203125
659,590.8245849609375
669,213.2574005126953
679,178.72012329101562
689,234.54727172851562
699,1110.6431884765625
709,921.9010620117188
719,844.50439453125
729,890.732421875
739,612.783203125
749,857.8773193359375
759,612.9623413085938
769,716.8909912109375
779,1148.295166015625
789,1011.5159301757812
799,713.1570434570312
